,CommonName,Longitude,Latitude,Landmark,LSOA
1256,Santon Avenue,-2.92962375,53.42478037,St John the Baptisit Church,E01006761
1257,Santon Avenue,-2.929274151,53.42462129,Coconut Grove Club,E01006761
1258,St Andrew Road,-2.952407108,53.42608398,St Andrews Road,E01006547
1259,Townsend Lane,-2.949328656,53.42773548,Cockwell Inn,E01006766
1260,Breck Road,-2.949817407,53.42738102,Traffic Island,E01006547
1261,Lower Breck Road,-2.950110523,53.42770229,Lower Breck Road,E01006547
1262,Upper William Street,-2.996432394,53.4185875,The Goat,E01006776
1263,Cotton Street,-2.996679405,53.41885511,,E01006776
1264,Wellington Dock,-2.99923005,53.42624065,Wellington Dock,E01006776
1265,Dublin Street,-3.000252811,53.41980502,Farmers Arms,E01006776
1266,Nevin Street,-2.9612334,53.4143996,Registry Office,E01006746
1267,Windsor Road,-2.93502806,53.42417187,Railway Bridge,E01006764
1268,Eldon Street,-2.989746597,53.41707904,Eldon Street,E01006776
1269,Conwy Drive,-2.951682122,53.41855707,St Michaels School,E01006693
1270,Sheil Road,-2.948552006,53.42056853,The Grapes,E01006693
1271,West Derby Road,-2.963129784,53.41509444,West Derby Road,E01006647
1272,Brunswick Road,-2.962892971,53.41460196,Brunswick Road,E01006647
1273,Faraday Street,-2.959735846,53.42272637,Breckfield Road North,E01006563
1274,Tynemouth Close,-2.961293457,53.42306441,Breckfield Hotel,E01006563
1275,Belmont Road,-2.955659022,53.42412538,The Breck,E01006563
1276,Sprucewood Close,-2.953842057,53.42430171,,E01006563
1277,Grasmere Street,-2.955320215,53.4244517,Richmond Park Church,E01006562
1278,Breck Road,-2.95352689,53.42434019,,E01006548
1279,Sedley Street,-2.952388042,53.42590435,,E01006547
1280,Esk Street,-2.995915671,53.43832246,,E01006778
1281,Wentworth Drive,-2.967962482,53.41986442,Everton Park,E01006564
1282,Lisburn Lane,-2.928860971,53.42637733,Coconut Grove Club,E01006765
1283,Great Mersey Street,-2.987480889,53.42838787,Great Mersey Street,E01006778
1284,Hamilton Road,-2.969126972,53.42276737,Hamilton Road,E01006564
1285,Hamilton Road,-2.969273952,53.42261337,Cochrane Street,E01006646
1286,Beacon Lane,-2.970851831,53.42581857,Everton Library,E01006560
1287,Northumberland Terrace,-2.97061988,53.42488562,St Georges Primary School,E01006646
1288,Penrose Street,-2.972324686,53.42836842,,E01006560
1289,Penrose Street,-2.972533095,53.42826785,York Terrace,E01006560
1290,Staffordshire Close,-2.973068674,53.42997137,Hackthorne Street,E01006560
1291,Ashton Street,-2.91759985,53.4150126,,E01006711
1292,Yanwath Street,-2.948294514,53.39817923,,E01006752
1293,Magdala Street,-2.948153385,53.39791967,,E01006556
1294,Melville Street,-2.962452026,53.38374654,Kwiksave,E01006678
1295,Sark Road,-2.922520191,53.41850731,,E01006711
1296,Bolan Street,-2.920093504,53.41622488,Britannia Bathroom Centre,E01006711
1297,Dingle Lane,-2.961029415,53.37932645,Dingle Mount Church,E01006633
1298,Kinnaird Street,-2.958417271,53.38015647,,E01032506
1299,Monkswell Street,-2.959831233,53.37952487,,E01006633
1300,Belvidere Road,-2.955348986,53.3821047,British Legion,E01006520
1301,Ullet Road,-2.9550942,53.38146853,Shorefields School,E01006520
1302,Wellesley Road,-2.955756914,53.38286549,Belvedere School,E01006678
1303,Hardy Street,-2.979793959,53.39714279,St Vincent de Paul Church,E01006515
1304,Guelph Place,-2.959624367,53.41109564,,E01006747
1305,Melville Place,-2.960769143,53.40314922,,E01006751
1306,Crown Street,-2.956079458,53.39792836,Charles Wooton Centre,E01006751
1307,Lorton Street,-2.95201448,53.3984103,,E01006679
1308,Prescot Drive,-2.931639464,53.41441847,Social Club,E01006759
1309,Belvidere Road,-2.953946728,53.3832665,The Inglenook,E01006675
1310,Gwenfron Road,-2.952839438,53.41177022,Kensington Library,E01006696
1311,Booth Street,-2.915700147,53.4141283,,E01032508
1312,Greenfield Road,-2.916250964,53.41455554,,E01006711
1313,Belfast Road,-2.910532392,53.41379029,,E01006573
1314,Ulster Road,-2.910127966,53.41387427,Job Centre,E01006573
1315,Sutton Street,-2.927054458,53.42220256,Sutton Street,E01006761
1316,Rockbank Lane,-2.927537308,53.42295388,Holly Lodge School,E01006761
1317,Myrtle Street,-2.962047732,53.40115238,University Gym and Exam Halls,E01006512
1318,Upper Hill Street,-2.973366739,53.3929526,Dexter Street,E01006515
1319,Park Street,-2.972121813,53.38715589,Park Street,E01006630
1320,Northumberland Street,-2.972291194,53.38799048,Northumberland Street,E01006630
1321,Low Hill,-2.960392904,53.41115238,,E01006747
1322,Dombey Street,-2.970058559,53.38965362,Toxteth Baptist Church,E01006518
1323,Bolan Street,-2.920164352,53.41671872,Disco Pub,E01006711
1324,Swan Street,-2.920512293,53.41541266,Swan Street,E01006711
1325,Bell Street,-2.916746028,53.41448881,Windsors Kitchens,E01032508
1326,Horsfall Street,-2.973861262,53.3829978,Horsfall Street,E01033748
1327,Cooperage Close,-2.974023684,53.38352682,,E01006630
1328,Harlow Street,-2.970682124,53.38467766,Grain Industrial Estate,E01006630
1329,South Hill Street,-2.961960247,53.37993919,St Finbars Church,E01006633
1330,Forrest Street,-2.985018958,53.4000212,,E01033754
1331,Forrest Street,-2.984871904,53.40016623,Forrest Street,E01033754
1332,Brick Street,-2.979072385,53.39650151,St Vincent de Paul Church,E01006515
1333,Commerce Way,-2.952482839,53.39850544,,E01006752
1334,Endsleigh Road,-2.927731842,53.4146107,The Market,E01006711
1335,Newton Road,-2.927676561,53.41483585,The Market,E01006711
1336,Herrick Street,-2.921019102,53.41519301,,E01006711
1337,Kelso Road,-2.943554318,53.41232936,,E01006690
1338,Great George Street,-2.975519766,53.39964077,Anglican Cathedral,E01006513
1339,Roscoe Street,-2.975250942,53.39972387,,E01006513
1340,Bold Place,-2.975714769,53.40158977,St Lukes Church,E01006513
1341,Parkfield Road,-2.950379076,53.3796904,,E01006522
1342,Bessemer Street,-2.968321269,53.38267433,St Cleopas Church,E01006632
1343,Elleray Drive,-2.966003542,53.38190208,,E01006632
1344,David Street,-2.965263758,53.38176424,David Street,E01006632
1345,Bosnia Street,-2.961379366,53.3795124,Higson Court,E01006633
1346,Ionic Road,-2.91500475,53.41747749,Post Office,E01006712
1347,Albany Road,-2.915088644,53.41718021,,E01006712
1348,Leopold Road,-2.955113773,53.41188688,Kensington Library,E01006746
1349,Grantham Street,-2.949162996,53.41219502,,E01006696
1350,Deane Road,-2.946601465,53.4120176,Kensington Methodist Church,E01006691
1351,Minto Close,-2.948070024,53.41108009,,E01006696
1352,Prescot Road,-2.944663344,53.41281498,,E01006697
1353,Queens Drive,-2.914162261,53.42169073,,E01006719
1354,Guernsey Road,-2.914599927,53.42104916,,E01006719
1355,Wellington Road,-2.968655498,53.38348961,Florence Institute For Boys,E01006632
1356,Bessemer Street,-2.968508926,53.38233122,St Cleopas Church,E01033767
1357,Prescot Drive,-2.931110018,53.41428777,Police Social Club,E01006692
1358,Delmain Road,-2.925494133,53.42657426,Winsford Road,E01006765
1359,Queens Drive,-2.916605689,53.42684957,Jolly Miller,E01006617
1360,Queens Drive,-2.919012868,53.42681309,Stag and Rainbow,E01006768
1361,Upper Hill Street,-2.971825668,53.39197637,Upper Hill Street,E01006518
1362,Gelling Street,-2.970296444,53.38953483,Toxteth Baptist Church,E01006518
1363,Dexter Street,-2.973899535,53.3932359,Dexter Street,E01006515
1364,Phillmore Road,-2.944501863,53.41299604,,E01006697
1365,Romer Road,-2.945658609,53.4122408,,E01006697
1366,Lilley Road,-2.939133146,53.41310131,Kensington Market,E01006690
1367,Onslow Road,-2.941326548,53.41295819,Kensington Market,E01006695
1368,Holland Street,-2.935027313,53.41385265,Alexandra,E01006692
1369,Holland Street,-2.935271742,53.41402152,Alexandra,E01006759
1370,Tynwald Hill,-2.924364504,53.42029081,,E01006717
1371,Woburn Hill,-2.924005801,53.41970931,,E01006711
1372,Brelade Road,-2.921820763,53.41817113,,E01006718
1373,Moses Street,-2.964278808,53.38474755,Leos Supermarket,E01006678
1374,High Park Street,-2.96521955,53.38512647,,E01006678
1375,Portman Road,-2.937088068,53.39467217,Portman Road,E01006723
1376,Salisbury Road,-2.939845984,53.39562128,,E01006722
1377,Granville Road,-2.938630231,53.39504657,,E01006556
1378,Glynn Street,-2.924575439,53.3994979,Wavertee Library,E01006721
1379,Beaumont Street,-2.949874026,53.39751947,Edge Hill Library,E01006679
1380,Garrick Street,-2.942610913,53.39620174,Toxteth Park Cemetry,E01006556
1381,Wendell Street,-2.945037246,53.39710841,The Mulliner,E01006752
1382,Westdale Road,-2.924729713,53.39967649,Wavertree Library,E01006721
1383,Southdale Road,-2.924488526,53.39965139,,E01006721
1384,Colville Street,-2.927550946,53.40007707,,E01006725
1385,Cecil Street,-2.936432203,53.40247069,,E01006720
1386,Salisbury Road,-2.936246214,53.40222046,,E01006720
1387,Utting Avenue,-2.95491258,53.43312023,Anfield Comprehensive School,E01006541
1388,Priory Road,-2.954250207,53.43311654,Anfield Comprehensive School,E01006541
1389,Green Street,-2.988605521,53.41848178,Aldi,E01033764
1390,Virgil Street,-2.977774421,53.41925412,Roscommon Street,E01006648
1391,St Domingo Road,-2.974047171,53.43063756,,E01006560
1392,Milman Road,-2.961989134,53.44054217,Milman Road,E01006541
1393,Leison Street,-2.97949344,53.43053908,All weather pitches,E01033764
1394,Bullens Road,-2.965716987,53.43763565,Everton Footbal Club,E01006615
1395,Walton Lane,-2.967974416,53.43760838,Walton Lane,E01006703
1396,Lapworth Street,-2.98712412,53.42598179,St Gerards School,E01006779
1397,Lyle Street,-2.985719799,53.42382707,The Trinity Vaults PH,E01006779
1398,Arkles Lane,-2.955350422,53.43317965,Vernon Sangster Sports Centre,E01006542
1399,Spellow Lane,-2.966616776,53.43748454,Spellow Lane,E01006615
1400,Roscommon Street,-2.972207109,53.41991982,Roscommon Street,E01006648
1401,John Bagot Close,-2.973930537,53.42422045,John Bagot Close,E01006646
1402,Conway Street,-2.974109857,53.42416505,Conway Street,E01006646
1403,Patmos Close,-2.975621773,53.42775725,Patmos Close,E01006560
1404,Picton Crescent,-2.932796388,53.40128566,,E01006720
1405,Melville Place,-2.960705545,53.40299693,,E01006512
1406,Wavertree Shopping Centre,-2.94579181,53.40400592,Wavertree Retail Park,E01033763
1407,Mulgrave Street,-2.96020492,53.39278954,,E01006673
1408,Devonshire Road West,-2.958679388,53.38713877,,E01006675
1409,Lance Lane,-2.914693197,53.39805491,Coral Social Club,E01006586
1410,Gresford Avenue,-2.931443725,53.39100392,,E01006554
1411,Jubilee Drive,-2.952967003,53.40738262,Jubilee Drive,E01006691
1412,Marmaduke Street,-2.952962181,53.40716692,Marmaduke Street,E01033763
1413,Keystone Close,-2.94920141,53.40108443,The Speakland,E01006751
1414,Walton Hall Avenue,-2.955363943,53.44317516,,E01006613
1415,Peel Street,-2.957436302,53.38467679,Belvidere School,E01006678
1416,Mill Lane,-2.912562729,53.39829594,Childwall Comprehensive School,E01006586
1417,Hunters Lane,-2.915420936,53.39692572,,E01006588
1418,Makin Street,-2.970310704,53.44368387,,E01006705
1419,Wavertree Shopping Centre,-2.945802263,53.40379909,Wavertree Retail Park,E01006720
1420,Crosfield Road,-2.948143259,53.40490413,,E01033763
1421,Childwall Road,-2.915217752,53.39726886,Gateway Supermarket,E01006589
1422,Mill Lane,-2.914735417,53.39862089,Childrens' Playground,E01006586
1423,Wellstead Road,-2.914015551,53.39871629,Childrens' Playground,E01006586
1424,Milton Road,-2.930777078,53.41006559,Milton Road,E01006690
1425,West Bank Road,-2.931052729,53.41028816,West Bank Road,E01006692
1426,Wellington Avenue,-2.93501324,53.39332212,Willow Bank PH,E01006557
1427,Arundel Avenue,-2.932893044,53.39195442,Arundel Avenue,E01006557
1428,Blantyre Road,-2.933020991,53.39230399,Barrington Road,E01006557
1429,Maregreen Road,-2.982388935,53.43078496,The Lambeth,E01033764
1430,Oxton Street,-2.971102155,53.43877851,,E01006700
1431,Holt Road,-2.947587318,53.40831534,Adderley Street,E01006691
1432,Durning Road,-2.947537201,53.40809102,,E01033763
1433,Royston Street,-2.94860032,53.40719267,Edge Hill Boys Club,E01033763
1434,Toft Street,-2.948272543,53.40868743,,E01006691
1435,Laurel Road,-2.937666399,53.4093465,Rosemount Home for Girls,E01006690
1436,Innovation Boulevard,-2.936761764,53.40925472,Laurel Road,E01006690
1437,Grove Street,-2.919928531,53.39882368,The Rose Pub,E01006588
1438,Prince Alfred Road,-2.919576856,53.39855673,,E01006588
1439,Birch Grove,-2.913566392,53.40512881,,E01006587
1440,Waldgrave Road,-2.913242088,53.40473578,,E01006585
1441,Binns Road,-2.914136528,53.40716492,,E01006716
1442,Mill Lane,-2.915541701,53.40955418,Rathbone Road,E01006716
1443,St Oswald Street,-2.915715263,53.40993038,,E01006716
1444,Belvidere School,-2.957720602,53.38528576,Belvidere School,E01006675
1445,Richmond Park,-2.946570311,53.42619331,Edinburgh Park,E01006767
1446,Richmond Park,-2.946278629,53.42593495,Richmond Park,E01006548
1447,Breckside Park,-2.944717044,53.42541697,Breckside Park,E01006767
1448,August Road,-2.942784037,53.42443448,St Margarets School,E01006540
1449,Alfonso Road,-2.983234909,53.43743876,The Melrose PH,E01006778
1450,Suffield Road,-2.981364891,53.43925192,Suffield Road,E01006699
1451,Picton Road,-2.925387646,53.40019274,,E01006727
1452,Christopher Street,-2.97244144,53.4354597,Christopher Street,E01006703
1453,Bradewell Street,-2.972741826,53.43543029,St Hilda Street,E01006701
1454,Woodhouse Close,-2.973153131,53.43300893,Woodhouse Close,E01006703
1455,Fountains Road,-2.973438039,53.43296166,Fountains Road,E01006703
1456,Sandheys Close,-2.975578586,53.43112844,Everton Valley,E01006703
1457,Sandheys Close,-2.975093095,53.4316178,Sandheys Close,E01006703
1458,Sharpeville Close,-2.98205414,53.43062591,,E01033764
1459,Lind Street,-2.970621363,53.4414611,Ismay Street,E01006611
1460,Wilburn Street,-2.970613577,53.44111958,Wilburn Street,E01006611
1461,Kirkdale Station,-2.980934597,53.4414847,Kirkdale Station,E01006778
1462,Park Street,-2.975921931,53.38566866,Park Street,E01006630
1463,Stanley Road,-2.983258838,53.43065196,,E01033764
1464,Everton Brow,-2.970343218,53.41736416,Browside Gardens,E01006646
1465,Everton Brow,-2.97081592,53.41763897,Browside Gardens,E01006648
1466,Roscommon Street,-2.971887277,53.41975164,,E01006646
1467,Boundary Street East,-2.979240504,53.42673885,Skirving Street,E01033764
1468,Kirkdale Road,-2.979043066,53.42731576,Three Storey Flats,E01033764
1469,Walton Road,-2.975059322,53.43080009,,E01006703
1470,Kirkdale Vale,-2.974489538,53.43089463,,E01006703
1471,Everton Valley,-2.972702387,53.42974964,Everton Valley,E01006560
1472,Burleigh Road North,-2.966569741,53.43077023,The Salisbury,E01006558
1473,Blessington Road,-2.967265849,53.43093539,The Salisbury,E01006558
1474,Burleigh Road North,-2.967422342,53.42987343,Burleigh Road North,E01006558
1475,Wyre Road,-2.967729227,53.43013162,,E01006560
1476,Liverpool FC,-2.96141366,53.4297242,Liverpool Football Club,E01033747
1477,Muirhead Avenue,-2.924340919,53.43238101,St Andrews Church,E01006604
1478,Queens Drive,-2.923964299,53.43236594,St Andrews Church,E01006604
1479,Adshead Road,-2.924495145,53.43185846,Muirhead Avenue,E01006605
1480,Latimer Street,-2.985601493,53.42586853,Latimer Street,E01006779
1481,Stanley Road,-2.983442451,53.42621892,Stanley Road,E01006779
1482,Athol Street,-2.986045956,53.42426483,The Trinity Vaults PH,E01006779
1483,Kirkdale Station,-2.980602207,53.44143349,Kirkdale Station,E01006699
1484,Rose Place,-2.978858095,53.41599126,Denbigh Castle,E01033764
1485,Delamain Road,-2.927166566,53.42873659,,E01006605
1486,Delamain Road,-2.927098535,53.42768543,,E01006765
1487,Adshead Road,-2.924926707,53.43093825,St Andrews Church,E01006605
1488,Liverpool FC,-2.961403684,53.42994901,Liverpool Football Club,E01006542
1489,Tinsley Street,-2.963128729,53.43035758,,E01033747
1490,Utting Avenue,-2.940080877,53.43969191,,E01006616
1491,Queens Drive,-2.941549388,53.43938371,,E01006616
1492,Sandeman Road,-2.940075122,53.43943128,,E01006616
1493,Stanley Road,-2.981742431,53.42493851,,E01006779
1494,Cranmer Street,-2.982668136,53.42527247,Hankin Street,E01006779
1495,Wrexham Street,-2.98054282,53.42708772,,E01033764
1496,Great Homer Street,-2.980001331,53.42710115,Traffic Lights,E01033764
1497,Smith Street,-2.978269942,53.42903898,,E01033764
1498,Whittle Street,-2.977788825,53.42906089,,E01033764
1499,Virgil Street,-2.978209262,53.41918764,St Martins Mews,E01033764
1500,Buckingham Street,-2.978455263,53.42334749,Everton Park Sports Centre,E01006646
1501,Buckingham Street,-2.978729598,53.42349805,Bostock Street,E01033764
1502,Our Lady of Fatima High School,-2.962168349,53.41782583,Our Lady of Fatima High School,E01006647
1503,Raymond Place,-2.984126349,53.41999296,Lee Jones Centre,E01033764
1504,Diamond Street,-2.985676507,53.41870375,Portland Gardens,E01006776
1505,Diamond Street,-2.986048658,53.41852989,Portland Gardens,E01006776
1506,Mainsail Close,-2.988842262,53.41830903,Aldi,E01006776
1507,Priory Road,-2.954922526,53.43222126,,E01006542
1508,Mitylene Street,-2.975897155,53.42795276,The Cumberland Arms PH,E01033764
1509,Foley Street,-2.977981004,53.43153126,Health Centre,E01033764
1510,Our Lady of Fatima High School,-2.961969155,53.41700046,Our Lady of Fatima High School,E01006647
1511,Saltney Street,-2.996503678,53.42034873,,E01006776
1512,Denbigh Street,-2.996750327,53.4238164,,E01006778
1513,Denbigh Street,-2.996530855,53.42344069,,E01006779
1514,Bidston Road,-2.950966443,53.43503039,Taskers Sport Shop,E01006541
1515,Pinehurst Avenue,-2.951879858,53.43414221,,E01006541
1516,Hildebrand Road,-2.946418122,53.43695419,Railway bridge,E01006543
1517,Ayrshire Road,-2.946544322,53.43721386,,E01006543
1518,Warner Drive,-2.944467805,53.43793144,,E01006616
1519,Cherry Lane,-2.944148239,53.43845532,,E01006616
1520,Culme Road,-2.923250751,53.43208382,St Andrews Church,E01006626
1521,Dacy Road,-2.963955954,53.42501151,Dacy Road,E01006562
1522,St Domingo Grove,-2.964836993,53.42537294,,E01006560
1523,Kemp Avenue,-2.966516424,53.42709421,,E01033747
1524,Mere Lane,-2.966644098,53.4267516,,E01006560
1525,Anfield Road,-2.968536359,53.43385546,Anfield Road,E01006542
1526,Anfield Road,-2.957545789,53.43040248,The Arkles,E01006546
1527,Anfield Road,-2.957408639,53.43099685,The Arkles,E01006542
1528,Florence Street,-2.968756252,53.43425818,Stanley Park and Palm House,E01006703
1529,Church Lane,-2.967646372,53.4463572,Church Lane,E01006610
1530,Mulgrave Street,-2.96045141,53.39705729,Women's Hospital,E01006679
1531,Crown Street,-2.959016183,53.39743738,Women's Hospital,E01006512
1532,Falkner Square,-2.962055362,53.39882418,Falkner Street,E01006512
1533,Bedford Street South,-2.965803184,53.396295,Nursing Home,E01006673
1534,Berkley Street,-2.966935914,53.39518019,,E01006673
1535,Carter Street,-2.967186633,53.39496242,,E01006673
1536,Bodmin Road,-2.962324543,53.44072823,,E01006615
1537,Cherry Lane,-2.959907887,53.44304883,,E01006609
1538,Beech Road,-2.959958112,53.44327315,,E01006609
1539,Valencia Road,-2.914354844,53.40051147,,E01006587
1540,Old Mill Lane,-2.914156266,53.40036917,,E01006586
1541,Deverell Road,-2.913209552,53.4032169,,E01006587
1542,Crossley Drive,-2.913043571,53.40249007,,E01006586
1543,Overton Street,-2.955302679,53.40554819,Coffee House PH,E01033763
1544,Park Street,-2.975200405,53.38501837,Bedfordia House,E01006630
1545,Rathbone Road,-2.919986415,53.40987057,Rathbone Road,E01006716
1546,Elmway Close,-2.919901792,53.4101319,St Oswald Street,E01032508
1547,Queens Drive,-2.955128409,53.44408491,Queens Drive,E01006613
1548,Lusitania Road,-2.955960978,53.444285,,E01006609
1549,Walton Hall Avenue,-2.955373221,53.44358857,,E01006613
1550,Penlinken Drive,-2.946511367,53.41812177,Gardners Drive,E01006760
1551,Bedford Road,-2.96768377,53.44601532,Church Road West,E01006610
1552,Bedford Road,-2.967977151,53.44633654,Bedford Road,E01006705
1553,Breeze Hill,-2.967756654,53.44657204,Breeze Hill,E01006705
1554,Oxford Street,-2.961888937,53.40278065,,E01006512
1555,Chatsworth Drive,-2.950645822,53.40447973,Police Station,E01033763
1556,Winifred Drive,-2.952235181,53.4049255,,E01033763
1557,Penlinken Drive,-2.946879016,53.41841549,Boaler Street,E01006693
1558,Huntly Road,-2.945474074,53.4154513,,E01006695
1559,Molyneux Road,-2.945619121,53.41520745,Church of St Philip and St David,E01006694
1560,Edge Hill Station,-2.948847422,53.40275019,,E01006751
1561,Edge Hill Station,-2.948658759,53.40238314,Edge Hill Station,E01006720
1562,Ludlow Street,-2.971118963,53.43951546,Ludlow Street,E01006700
1563,Eton Street,-2.970948273,53.43929212,,E01006611
1564,Eton Street,-2.971203328,53.43925409,Ethel Austins,E01006700
1565,Penrhyn Street,-2.97825447,53.42181203,Market,E01006648
1566,Wilbraham Street,-2.978396255,53.42143333,Market,E01033764
1567,The Anchorage,-2.983386005,53.39247496,,E01033750
1568,New Hedley Grove,-2.99175469,53.42448722,Hail and Ride,E01006779
1569,New Hedley Grove,-2.991686573,53.42479341,Hail and Ride,E01006778
1570,Caryl Street,-2.978331873,53.38585568,Sefton Street,E01006630
1571,Sefton Street,-2.97861275,53.38564663,,E01006630
1572,Houlding Street,-2.959056714,53.4286555,The Picture House,E01006546
1573,Little Heyes Street,-2.957385296,53.42661046,The Oakfield,E01006562
1574,Little Heyes Street,-2.956871476,53.42651571,The Oakfield,E01006547
1575,Sunlight Street,-2.948625555,53.42184436,The Belmont PH,E01006693
1576,Kirk Street,-2.976491203,53.42957489,,E01033764
1577,Rose Vale,-2.972604424,53.42216381,St Georges Hill,E01006646
1578,Sterling Way,-2.979436023,53.42869683,Sterling Way,E01033764
1579,Whitefield Road,-2.950670114,53.42310452,Industrial Estate,E01006563
1580,Castlewood Road,-2.949807693,53.42289565,Industrial Estate,E01006540
1581,Rocky Lane,-2.947549791,53.42083716,,E01006760
1582,North Dingle,-2.981847054,53.43665916,,E01006702
1583,Goodall Street,-2.9761332,53.43825209,,E01006701
1584,Rumney Road,-2.976391129,53.43833987,,E01006701
1585,Anfield Cemetery,-2.957858946,53.43495733,Anfield Cemetery Lodge,E01006541
1586,Feltwell Road,-2.951841844,53.43042112,,E01006545
1587,Stanley Park Avenue North,-2.950691719,53.44160344,,E01006613
1588,Stanley Park Avenue North,-2.951441135,53.44212781,,E01006613
1589,Curtis Road,-2.946592941,53.44075509,,E01006613
1590,Atheldene Road,-2.945195492,53.44087402,,E01006616
1591,Ludlow Street,-2.972439188,53.43931595,Bus Depot,E01006701
1592,Atwell Street,-2.959947112,53.41807742,,E01006647
1593,Atwell Street,-2.959798292,53.41815053,,E01006647
1594,Boundary Lane,-2.954885995,53.41917869,,E01006693
1595,Boundary Lane,-2.954914271,53.41909757,,E01006647
1596,Derby Road,-2.995700265,53.42911064,,E01006776
1597,Derby Road,-2.995562734,53.42902189,,E01006778
1598,Alderney Road,-2.986113761,53.42134288,St Sylvester Church,E01006779
1599,Alderney Road,-2.986221781,53.42145884,St Sylvester Church,E01006779
1600,Priory Road,-2.964255421,53.43757554,Anfield Cemetery,E01006542
1601,Raymond Place,-2.983842785,53.42009418,Lee Jones Centre,E01033764
1602,Witsun Drive,-2.976653827,53.43272866,Westminster Baths,E01006703
1603,Medlock Street,-2.976349326,53.43389072,Westminster Baths,E01006701
1604,Whittle Street,-2.979198773,53.42885158,Electricity Sub Station,E01033764
1605,Pym Street,-2.969640483,53.44400393,,E01006610
1606,Vauxhall Road,-2.988457451,53.42117967,,E01006779
1607,Suffield Road,-2.981163637,53.4370513,Recreation Ground,E01006702
1608,Sandhills Station,-2.992011097,53.43032788,Sandhills Station,E01006778
1609,McKeown Close,-2.985334664,53.42214033,St Sylvester Church,E01006779
1610,Silvester Street,-2.985430003,53.42170808,St Sylvester Church,E01006779
1611,Walton Lane,-2.962656979,53.43745361,Anfield Cemetery,E01006542
1612,Sandhills Station,-2.991985187,53.43050787,Sandhills Station,E01006778
1613,Anfield Cemetery,-2.958796623,53.43582172,Anfield Cemetery Lodge,E01006541
1614,Monash Road,-2.927719459,53.43477281,,E01006605
1615,Rose Vale,-2.972762946,53.4218569,St Georges Heights,E01006646
1616,Peveril Street,-2.969481505,53.44760076,Lochinvar Street,E01006790
1617,Astor Street,-2.969185649,53.4471717,Walton Flyover,E01006705
1618,Newby Street,-2.967487622,53.43672243,Newby Street,E01006542
1619,Bradewell Street,-2.975132909,53.43598608,The Grand National,E01006701
1620,Tawd Street,-2.974927732,53.43688664,,E01006701
1621,Crocus Street,-2.986640884,53.43370725,,E01006778
1622,Venice Street,-2.964182316,53.43035807,Venice Street,E01033747
1623,Monash Road,-2.928059734,53.4345005,,E01006605
1624,Delf Lane,-2.965107165,53.44725866,County Road,E01006610
1625,Moor Lane,-2.96552464,53.44774068,Moor Lane,E01006608
1626,Wenlock Road,-2.951338221,53.43011052,,E01006545
1627,Blackburne Street,-2.882454161,53.35035979,Fire station,E01006743
1628,Mossley Hill Station,-2.916772815,53.37865888,,E01006525
1629,Vineyard Street,-2.887044462,53.35148532,,E01006743
1630,Vineyard Street,-2.886582546,53.35166853,,E01006743
1631,Gorsedale Road,-2.914628269,53.383808,,E01006595
1632,Meredale Road,-2.914814436,53.38407625,,E01006595
1633,Elm Hall Drive,-2.913666348,53.38592777,,E01006596
1634,Cooper Avenue North,-2.91481715,53.37438617,,E01006525
1635,Benmore Road,-2.914430253,53.37456891,,E01006525
1636,Brynmor Road,-2.912852166,53.37176746,,E01006680
1637,Lismore Road,-2.912525396,53.37194974,,E01006680
1638,Deepfield Road,-2.922400989,53.3900584,,E01006590
1639,Calton Avenue,-2.917159925,53.38897518,Post office,E01006553
1640,Hill Street,-2.97249232,53.39219567,The Volunteer,E01006518
1641,Park Street,-2.969028138,53.38798106,The Belhavenuen,E01006630
1642,Upper Park Street,-2.96818682,53.38734967,The Royal George,E01006676
1643,Wellington Road,-2.966068689,53.3854432,,E01006632
1644,Isaac Street,-2.964105329,53.38438939,Ethel Austens Shop,E01006632
1645,Whitehedge Road,-2.901210934,53.36285803,Whitehedge Road,E01006686
1646,Jericho Lane,-2.935637718,53.37380227,,E01006521
1647,Ribbledale Road,-2.913098406,53.38046685,,E01006595
1648,Rose Lane,-2.916376405,53.37770011,Rose Lane,E01006525
1649,Mossley Hill Station,-2.917264371,53.37844836,Welfare Clinic,E01006525
1650,Nicander Road,-2.92513294,53.3898395,Sandown College,E01006550
1651,Greenbank Road,-2.925447684,53.38979212,Sandown College,E01006550
1652,Rose Lane,-2.911888532,53.3815368,,E01006595
1653,Rose Lane,-2.912255241,53.38181265,,E01006595
1654,Mossley Hill Station,-2.91389795,53.37989443,The Rose Of Mossley PH,E01006689
1655,Mossley Hill Station,-2.914120908,53.37977587,The Rose Of Mossley PH,E01006689
1656,Ribbledale Road,-2.913232338,53.38040291,,E01006595
1657,Crawford Avenue,-2.922743278,53.38989396,Crawford Avenue,E01006553
1658,Speke Hall Car Park,-2.872270111,53.33718498,The Walk,E01006739
1659,Renshaw Street,-2.974855708,53.40217208,,E01006513
1660,Errol Street,-2.952539675,53.38017656,Errol Street,E01032506
1661,St Marys Road,-2.897051516,53.35299255,St Michael's Church,E01006745
1662,Speke Road,-2.89701298,53.35258834,St Michael's Church,E01006740
1663,Banks Road,-2.881864642,53.34945626,Fire station,E01006743
1664,Jericho Lane,-2.935485266,53.37370459,,E01006521
1665,Ravenstone Road,-2.904622952,53.36502551,,E01006686
1666,Stairhaven Road,-2.90409839,53.36509241,,E01006686
